추첨일,회차,당첨번호,보너스번호,1등_총당첨금액,1등_당첨게임수,1등_1게임당당첨금액,2등_총당첨금액,2등_당첨게임수,2등_1게임당당첨금액,3등_총당첨금액,3등_당첨게임수,3등_1게임당당첨금액,4등_총당첨금액,4등_당첨게임수,4등_1게임당당첨금액,5등_총당첨금액,5등_당첨게임수,5등_1게임당당첨금액,자동/반자동/수동,총판매금액
(2017- 10- 14),776회,"8, 9, 18, 21, 28, 40",20,"17,903,055,751원",7,"2,557,579,393원","2,983,842,650원",50,"59,676,853원","2,983,843,176원","2,001","1,491,176원","5,104,050,000원","102,081","50,000원","8,438,250,000원","1,687,650","5,000원",1등 자동4 수동2 반자동1,"74,826,082,000원"
(2017- 10- 21),777회,"6, 12, 17, 21, 34, 37",18,"17,502,828,756원",21,"833,468,036원","2,917,138,158원",66,"44,199,063원","2,917,138,438원","2,413","1,208,926원","5,596,900,000원","111,938","50,000원","8,833,175,000원","1,766,635","5,000원",1등 자동10 수동11,"75,534,360,000원"
(2017- 10- 28),778회,"6, 21, 35, 36, 37, 41",11,"18,792,208,500원",3,"6,264,069,500원","3,132,034,796원",67,"46,746,788원","3,132,035,049원","1,731","1,809,379원","4,606,300,000원","92,126","50,000원","7,875,225,000원","1,575,045","5,000원",1등 자동3,"75,075,606,000원"
(2017- 11- 04),779회,"6, 12, 19, 24, 34, 41",4,"16,804,802,256원",11,"1,527,709,296원","2,800,800,420원",66,"42,436,370원","2,800,801,934원","2,503","1,118,978원","5,723,200,000원","114,464","50,000원","8,757,235,000원","1,751,447","5,000원",1등 자동5 수동5 반자동1,"73,773,676,000원"
(2017- 11- 11),780회,"15, 17, 19, 21, 27, 45",16,"18,342,721,507원",11,"1,667,520,137원","3,057,120,270원",45,"67,936,006원","3,057,120,392원","1,681","1,818,632원","4,631,500,000원","92,630","50,000원","8,027,580,000원","1,605,516","5,000원",1등 자동10 수동1,"74,232,084,000원"
(2017- 11- 18),781회,"11, 16, 18, 19, 24, 39",43,"16,946,023,878원",9,"1,882,891,542원","2,824,337,360원",52,"54,314,180원","2,824,338,587원","1,967","1,435,861원","5,147,950,000원","102,959","50,000원","8,498,930,000원","1,699,786","5,000원",1등 자동7 수동2,"72,483,157,000원"
(2017- 11- 25),782회,"6, 18, 31, 34, 38, 45",20,"17,518,388,625원",9,"1,946,487,625원","2,919,731,444원",49,"59,586,356원","2,919,732,309원","2,047","1,426,347원","4,841,050,000원","96,821","50,000원","7,928,085,000원","1,585,617","5,000원",1등 자동8 수동1,"72,253,973,000원"
(2017- 12- 02),783회,"14, 15, 16, 17, 38, 45",36,"18,415,858,500원",4,"4,603,964,625원","3,069,309,780원",36,"85,258,605원","3,069,311,049원","1,869","1,642,221원","4,544,950,000원","90,899","50,000원","7,663,200,000원","1,532,640","5,000원",1등 자동3 수동1,"73,525,256,000원"
(2017- 12- 09),784회,"3, 10, 23, 24, 31, 39",22,"17,178,102,000원",9,"1,908,678,000원","2,863,017,039원",51,"56,137,589원","2,863,018,042원","2,257","1,268,506원","5,754,450,000원","115,089","50,000원","8,497,105,000원","1,699,421","5,000원",1등 자동5 수동4,"74,311,382,000원"
(2017- 12- 16),785회,"4, 6, 15, 25, 26, 33",40,"17,319,736,128원",6,"2,886,622,688원","2,886,622,695원",55,"52,484,049원","2,886,623,460원","1,972","1,463,805원","5,003,100,000원","100,062","50,000원","8,391,200,000원","1,678,240","5,000원",1등 자동6,"72,974,563,000원"
(2017- 12- 23),786회,"12, 15, 16, 20, 24, 30",38,"18,205,461,000원",4,"4,551,365,250원","3,034,243,584원",96,"31,606,704원","3,034,245,120원","2,064","1,470,080원","5,150,000,000원","103,000","50,000원","8,541,130,000원","1,708,226","5,000원",1등 자동2 반자동2,"75,930,156,000원"
(2017- 12- 30),787회,"5, 6, 13, 16, 27, 28",9,"18,552,649,878원",6,"3,092,108,313원","3,092,108,325원",51,"60,629,575원","3,092,108,881원","2,339","1,321,979원","5,742,100,000원","114,842","50,000원","9,317,995,000원","1,863,599","5,000원",1등 자동3 수동3,"79,593,923,000원"
(2018- 01- 06),788회,"2, 10, 11, 19, 35, 39",29,"18,219,177,002원",13,"1,401,475,154원","3,036,529,510원",70,"43,378,993원","3,036,531,688원","2,257","1,345,384원","5,625,200,000원","112,504","50,000원","9,143,505,000원","1,828,701","5,000원",1등 자동7 수동6,"78,121,882,000원"
(2018- 01- 13),789회,"2, 6, 7, 12, 19, 45",38,"17,114,652,375원",15,"1,140,976,825원","2,852,442,110원",70,"40,749,173원","2,852,442,701원","2,437","1,170,473원","5,904,450,000원","118,089","50,000원","9,344,315,000원","1,868,863","5,000원",1등 자동8 수동6 반자동1,"76,136,603,000원"
(2018- 01- 20),790회,"3, 8, 19, 27, 30, 41",12,"18,568,260,384원",16,"1,160,516,274원","3,094,710,067원",59,"52,452,713원","3,094,712,298원","2,417","1,280,394원","5,666,800,000원","113,336","50,000원","9,064,960,000원","1,812,992","5,000원",1등 자동4 수동11 반자동1,"78,978,881,000원"
(2018- 01- 27),791회,"2, 10, 12, 31, 33, 42",32,"17,543,146,502원",14,"1,253,081,893원","2,923,857,750원",38,"76,943,625원","2,923,857,790원","2,410","1,213,219원","5,146,550,000원","102,931","50,000원","8,565,510,000원","1,713,102","5,000원",1등 자동5 수동9,"74,205,844,000원"
(2018- 02- 03),792회,"2, 7, 19, 25, 29, 36",16,"18,590,157,376원",7,"2,655,736,768원","3,098,359,615원",65,"47,667,071원","3,098,360,738원","1,958","1,582,411원","4,959,250,000원","99,185","50,000원","8,423,375,000원","1,684,675","5,000원",1등 자동6 수동1,"76,339,003,000원"
(2018- 02- 10),793회,"10, 15, 21, 35, 38, 43",31,"18,750,733,875원",5,"3,750,146,775원","3,125,122,354원",61,"51,231,514원","3,125,123,982원","2,043","1,529,674원","4,910,800,000원","98,216","50,000원","8,176,960,000원","1,635,392","5,000원",1등 자동5,"76,177,477,000원"
(2018- 02- 17),794회,"6, 7, 18, 19, 30, 38",13,"18,556,582,128원",7,"2,650,940,304원","3,092,763,690원",45,"68,728,082원","3,092,764,917원","2,607","1,186,331원","5,840,450,000원","116,809","50,000원","9,388,230,000원","1,877,646","5,000원",1등 자동6 수동1,"79,941,579,000원"
(2018- 02- 24),795회,"3, 10, 13, 26, 34, 38",36,"18,864,747,000원",11,"1,714,977,000원","3,144,124,532원",62,"50,711,686원","3,144,125,991원","2,423","1,297,617원","5,552,150,000원","111,043","50,000원","9,125,525,000원","1,825,105","5,000원",1등 자동6 수동5,"79,661,342,000원"
(2018- 03- 03),796회,"1, 21, 26, 36, 40, 41",5,"19,344,432,380원",7,"2,763,490,340원","3,224,072,104원",46,"70,088,524원","3,224,073,851원","1,921","1,678,331원","4,835,050,000원","96,701","50,000원","8,215,345,000원","1,643,069","5,000원",1등 자동7,"77,685,943,000원"
(2018- 03- 10),797회,"5, 22, 31, 32, 39, 45",36,"19,176,225,000원",8,"2,397,028,125원","3,196,037,502원",34,"94,001,103원","3,196,037,788원","1,868","1,710,941원","4,895,000,000원","97,900","50,000원","8,206,670,000원","1,641,334","5,000원",1등 자동8,"77,339,940,000원"
(2018- 03- 17),798회,"2, 10, 14, 22, 32, 36",41,"18,975,543,377원",7,"2,710,791,911원","3,162,590,580원",60,"52,709,843원","3,162,591,396원","2,124","1,488,979원","4,949,400,000원","98,988","50,000원","8,269,255,000원","1,653,851","5,000원",1등 자동3 수동4,"77,038,759,000원"
(2018- 03- 24),799회,"12, 17, 23, 34, 42, 45",33,"18,264,272,250원",10,"1,826,427,225원","3,044,045,424원",56,"54,357,954원","3,044,046,354원","2,242","1,357,737원","5,375,950,000원","107,519","50,000원","8,626,180,000원","1,725,236","5,000원",1등 자동6 수동4,"76,708,986,000원"
(2018- 03- 31),800회,"1, 4, 10, 12, 28, 45",26,"17,954,708,255원",11,"1,632,246,205원","2,992,451,418원",51,"58,675,518원","2,992,453,385원","2,179","1,373,315원","5,547,800,000원","110,956","50,000원","9,009,620,000원","1,801,924","5,000원",1등 자동7 수동3 반자동1,"76,994,062,000원"
(2018- 04- 07),801회,"17, 25, 28, 37, 43, 44",2,"18,054,293,256원",8,"2,256,786,657원","3,009,048,909원",51,"59,000,959원","3,009,050,722원","1,999","1,505,278원","4,850,300,000원","97,006","50,000원","8,094,705,000원","1,618,941","5,000원",1등 자동6 수동1 반자동1,"74,034,792,000원"
(2018- 04- 14),802회,"10, 11, 12, 18, 24, 42",27,"17,327,167,888원",16,"1,082,947,993원","2,887,861,336원",67,"43,102,408원","2,887,861,707원","2,207","1,308,501원","5,399,000,000원","107,980","50,000원","9,071,500,000원","1,814,300","5,000원",1등 자동5 수동11,"75,146,781,000원"
(2018- 04- 21),803회,"5, 9, 14, 26, 30, 43",2,"18,319,051,125원",5,"3,663,810,225원","3,053,175,200원",50,"61,063,504원","3,053,175,546원","2,094","1,458,059원","5,120,650,000원","102,413","50,000원","8,289,345,000원","1,657,869","5,000원",1등 자동4 수동1,"75,670,793,000원"
(2018- 04- 28),804회,"1, 10, 13, 26, 32, 36",9,"17,951,961,753원",11,"1,631,996,523원","2,991,993,655원",49,"61,061,095원","2,991,994,880원","2,048","1,460,935원","5,045,350,000원","100,907","50,000원","8,297,215,000원","1,659,443","5,000원",1등 자동5 수동5 반자동1,"74,557,028,000원"
(2018- 05- 05),805회,"3, 12, 13, 18, 31, 32",42,"17,064,247,876원",4,"4,266,061,969원","2,844,041,321원",53,"53,661,157원","2,844,042,725원","2,075","1,370,623원","5,280,100,000원","105,602","50,000원","8,500,560,000원","1,700,112","5,000원",1등 자동3 반자동1,"73,065,981,000원"
(2018- 05- 12),806회,"14, 20, 23, 31, 37, 38",27,"18,485,326,125원",7,"2,640,760,875원","3,080,887,734원",57,"54,050,662원","3,080,888,250원","1,850","1,665,345원","4,559,000,000원","91,180","50,000원","7,809,190,000원","1,561,838","5,000원",1등 자동5 수동1 반자동1,"74,030,583,000원"
(2018- 05- 19),807회,"6, 10, 18, 25, 34, 35",33,"17,063,636,254원",7,"2,437,662,322원","2,843,939,417원",59,"48,202,363원","2,843,940,435원","2,319","1,226,365원","5,415,000,000원","108,300","50,000원","8,749,275,000원","1,749,855","5,000원",1등 자동2 수동5,"73,831,580,000원"
(2018- 05- 26),808회,"15, 21, 31, 32, 41, 43",24,"18,525,723,000원",6,"3,087,620,500원","3,087,620,510원",46,"67,122,185원","3,087,620,982원","1,962","1,573,711원","4,765,950,000원","95,319","50,000원","7,988,805,000원","1,597,761","5,000원",1등 자동4 수동2,"74,911,438,000원"
(2018- 06- 02),809회,"6, 11, 15, 17, 23, 40",39,"17,528,236,500원",6,"2,921,372,750원","2,921,372,776원",56,"52,167,371원","2,921,374,405원","2,179","1,340,695원","5,217,500,000원","104,350","50,000원","8,518,570,000원","1,703,714","5,000원",1등 자동6,"74,214,104,000원"
(2018- 06- 09),810회,"5, 10, 13, 21, 39, 43",11,"17,852,784,376원",8,"2,231,598,047원","2,975,464,064원",64,"46,491,626원","2,975,464,225원","2,053","1,449,325원","5,030,400,000원","100,608","50,000원","8,360,065,000원","1,672,013","5,000원",1등 자동6 수동2,"74,388,355,000원"
(2018- 06- 16),811회,"8, 11, 19, 21, 36, 45",25,"17,669,037,379원",7,"2,524,148,197원","2,944,839,583원",49,"60,098,767원","2,944,841,607원","2,151","1,369,057원","5,207,750,000원","104,155","50,000원","8,518,940,000원","1,703,788","5,000원",1등 자동4 수동2 반자동1,"74,570,813,000원"
(2018- 06- 23),812회,"1, 3, 12, 14, 16, 43",10,"17,687,728,500원",6,"2,947,954,750원","2,947,954,768원",68,"43,352,276원","2,947,954,880원","1,976","1,491,880원","5,024,900,000원","100,498","50,000원","8,465,370,000원","1,693,074","5,000원",1등 자동3 수동2 반자동1,"74,147,816,000원"
(2018- 06- 30),813회,"11, 30, 34, 35, 42, 44",27,"18,367,052,628원",4,"4,591,763,157원","3,061,175,461원",43,"71,190,127원","3,061,177,200원","1,800","1,700,654원","4,466,150,000원","89,323","50,000원","7,741,920,000원","1,548,384","5,000원",1등 자동4,"73,394,947,000원"
(2018- 07- 07),814회,"2, 21, 28, 38, 42, 45",30,"18,403,152,378원",6,"3,067,192,063원","3,067,192,076원",52,"58,984,463원","3,067,193,727원","1,833","1,673,319원","4,691,850,000원","93,837","50,000원","7,928,885,000원","1,585,777","5,000원",1등 자동3 수동3,"74,316,543,000원"
(2018- 07- 14),815회,"17, 21, 25, 26, 27, 36",4,"18,058,987,506원",7,"2,579,855,358원","3,009,831,279원",39,"77,175,161원","3,009,832,813원","1,703","1,767,371원","4,648,850,000원","92,977","50,000원","7,980,700,000원","1,596,140","5,000원",1등 자동5 반자동2,"73,416,400,000원"
(2018- 07- 21),816회,"12, 18, 19, 29, 31, 39",7,"17,024,863,504원",8,"2,128,107,938원","2,837,477,269원",67,"42,350,407원","2,837,477,808원","2,064","1,374,747원","5,120,100,000원","102,402","50,000원","8,378,995,000원","1,675,799","5,000원",1등 자동6 수동2,"72,397,826,000원"
(2018- 07- 28),817회,"3, 9, 12, 13, 25, 43",34,"16,816,296,006원",9,"1,868,477,334원","2,802,716,046원",54,"51,902,149원","2,802,716,972원","2,068","1,355,279원","5,263,800,000원","105,276","50,000원","8,590,855,000원","1,718,171","5,000원",1등 자동2 수동6 반자동1,"72,552,766,000원"
(2018- 08- 04),818회,"14, 15, 25, 28, 29, 30",3,"17,950,456,134원",13,"1,380,804,318원","2,991,742,689원",39,"76,711,351원","2,991,743,145원","1,845","1,621,541원","4,510,250,000원","90,205","50,000원","7,452,485,000원","1,490,497","5,000원",1등 자동8 수동4 반자동1,"71,793,353,000원"
(2018- 08- 11),819회,"16, 25, 33, 38, 40, 45",15,"18,161,743,880원",7,"2,594,534,840원","3,026,957,360원",49,"61,774,640원","3,026,958,095원","1,981","1,527,995원","4,883,350,000원","97,667","50,000원","8,190,445,000원","1,638,089","5,000원",1등 자동4 수동3,"74,578,907,000원"
(2018- 08- 18),820회,"10, 21, 22, 30, 35, 42",6,"18,509,254,128원",4,"4,627,313,532원","3,084,875,700원",60,"51,414,595원","3,084,877,110원","1,987","1,552,530원","4,971,650,000원","99,433","50,000원","8,221,630,000원","1,644,326","5,000원",1등 자동3 수동1,"75,744,571,000원"
(2018- 08- 25),821회,"1, 12, 13, 24, 29, 44",16,"18,426,183,384원",14,"1,316,155,956원","3,071,030,600원",55,"55,836,920원","3,071,031,600원","2,100","1,462,396원","5,054,100,000원","101,082","50,000원","8,436,775,000원","1,687,355","5,000원",1등 자동8 수동6,"76,118,239,000원"
(2018- 09- 01),822회,"9, 18, 20, 24, 27, 36",12,"17,792,695,875원",3,"5,930,898,625원","2,965,449,386원",79,"37,537,334원","2,965,449,621원","2,153","1,377,357원","5,439,450,000원","108,789","50,000원","8,677,825,000원","1,735,565","5,000원",1등 자동1 수동1 반자동1,"75,681,739,000원"
(2018- 09- 08),823회,"12, 18, 24, 26, 39, 40",15,"18,088,595,253원",9,"2,009,843,917원","3,014,765,912원",61,"49,422,392원","3,014,766,256원","2,348","1,283,972원","5,603,250,000원","112,065","50,000원","8,978,685,000원","1,795,737","5,000원",1등 자동8 수동1,"77,400,124,000원"
(2018- 09- 15),824회,"7, 9, 24, 29, 34, 38",26,"18,849,698,250원",15,"1,256,646,550원","3,141,616,422원",51,"61,600,322원","3,141,617,076원","2,106","1,491,746원","5,267,950,000원","105,359","50,000원","8,727,830,000원","1,745,566","5,000원",1등 자동13 수동1 반자동1,"78,257,422,000원"
(2018- 09- 22),825회,"8, 15, 21, 31, 33, 38",42,"19,904,526,756원",12,"1,658,710,563원","3,317,421,156원",53,"62,592,852원","3,317,421,185원","2,249","1,475,065원","5,653,500,000원","113,070","50,000원","9,252,420,000원","1,850,484","5,000원",1등 자동6 수동5 반자동1,"82,890,578,000원"
(2018- 09- 29),826회,"13, 16, 24, 25, 33, 36",42,"18,676,728,756원",9,"2,075,192,084원","3,112,788,145원",47,"66,229,535원","3,112,789,608원","2,232","1,394,619원","5,431,300,000원","108,626","50,000원","8,775,765,000원","1,755,153","5,000원",1등 자동6 수동2 반자동1,"78,218,740,000원"
(2018- 10- 06),827회,"5, 11, 12, 29, 33, 44",14,"18,097,505,625원",15,"1,206,500,375원","3,016,250,958원",46,"65,570,673원","3,016,252,562원","2,113","1,427,474원","5,308,200,000원","106,164","50,000원","8,806,855,000원","1,761,371","5,000원",1등 자동8 수동7,"76,490,125,000원"
(2018- 10- 13),828회,"4, 7, 13, 29, 31, 39",18,"18,917,417,636원",13,"1,455,185,972원","3,152,902,988원",62,"50,853,274원","3,152,903,280원","1,968","1,602,085원","5,032,200,000원","100,644","50,000원","8,520,990,000원","1,704,198","5,000원",1등 자동9 수동3 반자동1,"77,552,827,000원"
(2018- 10- 20),829회,"4, 5, 31, 35, 43, 45",29,"19,557,205,128원",8,"2,444,650,641원","3,259,534,230원",45,"72,434,094원","3,259,534,223원","1,837","1,774,379원","4,733,950,000원","94,679","50,000원","8,189,180,000원","1,637,836","5,000원",1등 자동5 수동2 반자동1,"77,998,807,000원"
(2018- 10- 27),830회,"5, 6, 16, 18, 37, 38",17,"18,544,758,750원",9,"2,060,528,750원","3,090,793,200원",80,"38,634,915원","3,090,794,616원","2,142","1,442,948원","5,310,300,000원","106,206","50,000원","8,820,355,000원","1,764,071","5,000원",1등 자동6 수동3,"77,714,000,000원"
(2018- 11- 03),831회,"3, 10, 16, 19, 31, 39",9,"17,771,236,128원",16,"1,110,702,258원","2,961,872,690원",61,"48,555,290원","2,961,872,760원","2,660","1,113,486원","5,866,600,000원","117,332","50,000원","9,249,795,000원","1,849,959","5,000원",당첨번호 6개 숫자일치,"77,622,753,000원"
(2018- 11- 10),832회,"13, 14, 19, 26, 40, 43",30,"18,793,841,256원",9,"2,088,204,584원","3,132,306,900원",60,"52,205,115원","3,132,307,750원","2,137","1,465,750원","5,115,600,000원","102,312","50,000원","8,531,895,000원","1,706,379","5,000원",당첨번호 6개 숫자일치,"77,411,900,000원"
(2018- 11- 17),833회,"12, 18, 30, 39, 41, 42",19,"18,850,538,256원",8,"2,356,317,282원","3,141,756,419원",53,"59,278,423원","3,141,756,555원","1,945","1,615,299원","5,157,600,000원","103,152","50,000원","8,577,550,000원","1,715,510","5,000원",당첨번호 6개 숫자일치,"77,738,402,000원"
(2018- 11- 24),834회,"6, 8, 18, 35, 42, 43",3,"18,597,630,381원",11,"1,690,693,671원","3,099,605,068원",47,"65,949,044원","3,099,606,468원","1,967","1,575,804원","4,956,600,000원","99,132","50,000원","8,217,455,000원","1,643,491","5,000원",당첨번호 6개 숫자일치,"75,941,791,000원"
(2018- 12- 01),835회,"9, 10, 13, 28, 38, 45",35,"18,505,216,875원",15,"1,233,681,125원","3,084,202,838원",58,"53,175,911원","3,084,203,514원","2,306","1,337,469원","5,338,150,000원","106,763","50,000원","8,835,445,000원","1,767,089","5,000원",당첨번호 6개 숫자일치,"77,694,435,000원"
(2018- 12- 08),836회,"1, 9, 11, 14, 26, 28",19,"17,609,811,380원",14,"1,257,843,670원","2,934,968,586원",62,"47,338,203원","2,934,969,900원","2,230","1,316,130원","5,192,300,000원","103,846","50,000원","8,596,300,000원","1,719,260","5,000원",당첨번호 6개 숫자일치,"74,536,697,000원"
(2018- 12- 15),837회,"2, 25, 28, 30, 33, 45",6,"18,866,694,750원",6,"3,144,449,125원","3,144,449,131원",47,"66,903,173원","3,144,450,176원","2,012","1,562,848원","4,866,700,000원","97,334","50,000원","8,284,795,000원","1,656,959","5,000원",당첨번호 6개 숫자일치,"76,614,176,000원"
(2018- 12- 22),838회,"9, 14, 17, 33, 36, 38",20,"19,068,665,250원",5,"3,813,733,050원","3,178,110,900원",68,"46,736,925원","3,178,112,040원","2,220","1,431,582원","5,394,850,000원","107,897","50,000원","8,887,505,000원","1,777,501","5,000원",당첨번호 6개 숫자일치,"79,414,484,000원"
